CBSA_CODE,CBSA_TITLE,YEAR,predicted_growth_2026,recommendation_label,zhvi_sfr_mid_dec,mortgage_rate_avg,mortgage_rate_yoy,cpi_yoy_pct,unemployment_rate,unemployment_yoy,unemployment_vs_national,had_major_disaster_ann,damage_property_sum_ann
49620,"York-Hanover, PA",2025,6.209,Attractive,301982.2285326319,6.5951,-0.1261,2.6344,3.8727,0.4727,-0.3909,0,205000
47540,"Wapakoneta, OH",2025,6.2036,Attractive,225235.7622121861,6.5951,-0.1261,2.6344,3.9182,0.2349,-0.3454,0,3000
48300,"Wenatchee-East Wenatchee, WA",2025,6.2001,Attractive,526977.060575244,6.5951,-0.1261,2.6344,4.6545,-0.1955,0.3909,1,501000
11860,"Atchison, KS",2025,6.1967,Attractive,173589.80788068904,6.5951,-0.1261,2.6344,4.1455,0.2788,-0.1181,0,0
35740,"Norfolk, NE",2025,6.1722,Attractive,243174.50028720396,6.5951,-0.1261,2.6344,2.8364,0.3614,-1.4272,0,0
22060,"Faribault-Northfield, MN",2025,6.155,Attractive,341228.410897972,6.5951,-0.1261,2.6344,3.7455,0.7455,-0.5181,0,0
49340,"Worcester, MA",2025,6.1439,Attractive,473162.7790759757,6.5951,-0.1261,2.6344,4.9455,0.8122,0.6819,0,94800
39540,"Racine-Mount Pleasant, WI",2025,6.1401,Attractive,302716.0842232611,6.5951,-0.1261,2.6344,3.8364,0.3281,-0.4272,0,37000
18100,"Columbus, NE",2025,6.132,Attractive,268672.43659039476,6.5951,-0.1261,2.6344,2.7455,0.3788,-1.5181,1,2000
16180,"Carson City, NV",2025,6.119,Attractive,487046.5752030502,6.5951,-0.1261,2.6344,4.3273,-0.3644,0.0637,0,0
10580,"Albany-Schenectady-Troy, NY",2025,6.1184,Attractive,349590.4226583975,6.5951,-0.1261,2.6344,3.3545,0.0295,-0.9091,0,164000
27540,"Jasper, IN",2025,6.1172,Attractive,231880.5154495677,6.5951,-0.1261,2.6344,2.8636,-0.4614,-1.4,0,0
22420,"Flint, MI",2025,6.1151,Attractive,179429.1594141984,6.5951,-0.1261,2.6344,6.7545,1.0545,2.4909,0,0
46780,"Van Wert, OH",2025,6.1092,Attractive,175242.02059728428,6.5951,-0.1261,2.6344,4.4182,0.6099,0.1546,0,136000
38860,"Portland-South Portland, ME",2025,6.1037,Attractive,524881.7111857205,6.5951,-0.1261,2.6344,2.8,0.15,-1.4636,0,74000
36500,"Olympia-Lacey-Tumwater, WA",2025,6.103,Attractive,524720.27571195,6.5951,-0.1261,2.6344,4.3455,-0.2128,0.0819,1,0
49080,"Winnemucca, NV",2025,6.0988,Attractive,335242.1651916139,6.5951,-0.1261,2.6344,3.9727,-0.3106,-0.2909,0,0
12380,"Austin, MN",2025,6.0983,Attractive,194701.96579400753,6.5951,-0.1261,2.6344,3.4455,0.7538,-0.8181,0,0
41100,"St. George, UT",2025,6.098,Attractive,540645.1897731093,6.5951,-0.1261,2.6344,3.4545,0.1212,-0.8091,0,157000
18740,"Coshocton, OH",2025,6.0881,Attractive,175794.44139069392,6.5951,-0.1261,2.6344,5.3909,0.5576,1.1273,0,31000
35820,"North Platte, NE",2025,6.079,Attractive,212355.36479943225,6.5951,-0.1261,2.6344,2.8,0.15,-1.4636,0,515000
49660,"Youngstown-Warren, OH",2025,6.0651,Attractive,162404.7327303102,6.5951,-0.1261,2.6344,5.7636,0.7136,1.5,0,20000
26980,"Iowa City, IA",2025,6.0606,Attractive,326097.7488938431,6.5951,-0.1261,2.6344,2.8455,0.4788,-1.4181,0,0
40080,"Richmond-Berea, KY",2025,6.055,Attractive,256823.50109141067,6.5951,-0.1261,2.6344,4.9182,-0.2401,0.6546,1,72500
24300,"Grand Junction, CO",2025,6.05,Attractive,426244.4273609221,6.5951,-0.1261,2.6344,4.4545,0.0295,0.1909,0,100000
42140,"Santa Fe, NM",2025,6.0466,Attractive,556698.411323612,6.5951,-0.1261,2.6344,3.7455,0.0788,-0.5181,0,25000
11740,"Ashland, OH",2025,6.0337,Attractive,231459.13584834523,6.5951,-0.1261,2.6344,4.7727,0.4727,0.5091,0,0
23180,"Frankfort, KY",2025,6.029,Attractive,247778.1884662053,6.5951,-0.1261,2.6344,4.3545,-0.2788,0.0909,1,0
16940,"Cheyenne, WY",2025,6.0286,Attractive,380632.8769940093,6.5951,-0.1261,2.6344,3.4455,0.0455,-0.8181,0,1000000
34940,"Naples-Marco Island, FL",2025,6.0264,Attractive,672214.8584981628,6.5951,-0.1261,2.6344,4.1727,0.8227,-0.0909,0,500
22220,"Fayetteville-Springdale-Rogers, AR",2025,6.0157,Attractive,359114.24722529977,6.5951,-0.1261,2.6344,3.0909,0.4242,-1.1727,0,3318000
18660,"Cortland, NY",2025,6.0144,Attractive,190308.60647109573,6.5951,-0.1261,2.6344,4.3182,0.1265,0.0546,0,38000
13020,"Bay City, MI",2025,6.0139,Attractive,170787.76707257328,6.5951,-0.1261,2.6344,6.5455,0.9788,2.2819,0,0
14010,"Bloomington, IL",2025,6.013,Attractive,252393.42941551263,6.5951,-0.1261,2.6344,3.7455,-0.1212,-0.5181,0,0
25500,"Harrisonburg, VA",2025,6.0061,Attractive,343206.61167553026,6.5951,-0.1261,2.6344,3.3909,0.6159,-0.8727,1,370000
46820,"Vermillion, SD",2025,5.9967,Moderate,274279.5624216234,6.5951,-0.1261,2.6344,2.0727,0.3144,-2.1909,0,0
28860,"Kirksville, MO",2025,5.9951,Moderate,181489.29764887496,6.5951,-0.1261,2.6344,4.6091,0.5924,0.3455,0,0
38420,"Platteville, WI",2025,5.9945,Moderate,214032.9149462867,6.5951,-0.1261,2.6344,3.2,0.1917,-1.0636,0,542000
33580,"Mitchell, SD",2025,5.9859,Moderate,250022.28232318573,6.5951,-0.1261,2.6344,1.7909,0.1659,-2.4727,0,0
49100,"Winona, MN",2025,5.9848,Moderate,272169.2500752585,6.5951,-0.1261,2.6344,3.0818,0.6568,-1.1818,0,3000
40940,"Safford, AZ",2025,5.9838,Moderate,292474.46700542426,6.5951,-0.1261,2.6344,3.8091,0.4841,-0.4545,0,300
22660,"Fort Collins-Loveland, CO",2025,5.9815,Moderate,565460.8995543651,6.5951,-0.1261,2.6344,4.1545,0.0878,-0.1091,0,0
43980,"Spencer, IA",2025,5.9779,Moderate,185631.54123574763,6.5951,-0.1261,2.6344,3.3182,0.1015,-0.9454,0,0
38820,"Port Angeles, WA",2025,5.9757,Moderate,488696.23691629834,6.5951,-0.1261,2.6344,4.9182,-0.2151,0.6546,1,0
34140,"Moscow, ID",2025,5.9724,Moderate,467849.7910743779,6.5951,-0.1261,2.6344,3.4273,0.3773,-0.8363,1,2000
30500,"Lexington Park, MD",2025,5.971,Moderate,425348.6384201555,6.5951,-0.1261,2.6344,3.1545,0.4795,-1.1091,0,392000
16500,"Centralia, WA",2025,5.9594,Moderate,420896.848596568,6.5951,-0.1261,2.6344,5.6182,-0.2068,1.3546,1,0
40140,"Riverside-San Bernardino-Ontario, CA",2025,5.9484,Moderate,588123.1121998267,6.5951,-0.1261,2.6344,5.4636,0.2553,1.2,0,4791100
30700,"Lincoln, NE",2025,5.9457,Moderate,293748.57160391257,6.5951,-0.1261,2.6344,2.8545,0.3295,-1.4091,1,4820000
23380,"Fremont, OH",2025,5.9454,Moderate,181615.86198350173,6.5951,-0.1261,2.6344,5.7909,1.0659,1.5273,0,0
38900,"Portland-Vancouver-Hillsboro, OR-WA",2025,5.9447,Moderate,554234.5551963898,6.5951,-0.1261,2.6344,4.7909,0.7659,0.5273,1,33000
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2025,5.9358,Moderate,383115.52502678224,6.5951,-0.1261,2.6344,4.3455,0.5122,0.0819,0,814000
30660,"Lincoln, IL",2025,5.9342,Moderate,132459.28608708063,6.5951,-0.1261,2.6344,4.6909,-0.2258,0.4273,0,0
40900,"Sacramento-Roseville-Folsom, CA",2025,5.9342,Moderate,581036.3930956527,6.5951,-0.1261,2.6344,4.9818,0.3068,0.7182,0,20000
22780,"Fort Leonard Wood, MO",2025,5.9249,Moderate,217945.47929950609,6.5951,-0.1261,2.6344,4.1455,0.3372,-0.1181,0,305000
45060,"Syracuse, NY",2025,5.92,Moderate,244853.7582334928,6.5951,-0.1261,2.6344,3.7,0.0583,-0.5636,0,513750
48460,"West Plains, MO",2025,5.9187,Moderate,214338.46009713016,6.5951,-0.1261,2.6344,4.7091,0.2924,0.4455,1,6178000
41060,"St. Cloud, MN",2025,5.9185,Moderate,305287.08278690244,6.5951,-0.1261,2.6344,3.9818,0.8401,-0.2818,0,0
17410,"Cleveland, OH",2025,5.917,Moderate,244583.55905435336,6.5951,-0.1261,2.6344,4.0545,0.2628,-0.2091,0,263000
11420,"Angola, IN",2025,5.9143,Moderate,300019.0180566733,6.5951,-0.1261,2.6344,3.6273,-0.5394,-0.6363,0,259000
10100,"Aberdeen, SD",2025,5.9133,Moderate,228898.43464832104,6.5951,-0.1261,2.6344,1.9636,0.2053,-2.3,0,0
32180,"Marshall, MO",2025,5.9029,Moderate,174778.48101407525,6.5951,-0.1261,2.6344,3.6364,0.3197,-0.6272,0,0
14260,"Boise City, ID",2025,5.9029,Moderate,485647.35078631405,6.5951,-0.1261,2.6344,3.4636,-0.0364,-0.8,0,0
27620,"Jefferson City, MO",2025,5.8991,Moderate,259798.8844380592,6.5951,-0.1261,2.6344,3.2727,0.1644,-0.9909,1,125000
26780,"Hutchinson, MN",2025,5.8988,Moderate,285415.65290525765,6.5951,-0.1261,2.6344,4.1364,0.8447,-0.1272,0,0
31930,"Marietta, OH",2025,5.8983,Moderate,175104.79368043956,6.5951,-0.1261,2.6344,5.1182,0.1182,0.8546,0,37500
24700,"Greensburg, IN",2025,5.898,Moderate,245316.3195898171,6.5951,-0.1261,2.6344,3.4818,-0.3599,-0.7818,1,52000
30460,"Lexington-Fayette, KY",2025,5.8935,Moderate,318076.4955001905,6.5951,-0.1261,2.6344,3.9545,-0.2872,-0.3091,1,20000
19740,"Denver-Aurora-Centennial, CO",2025,5.8923,Moderate,594282.1932211415,6.5951,-0.1261,2.6344,4.2636,0.0386,0.0,0,1000
12660,"Baraboo, WI",2025,5.8868,Moderate,325468.0849252465,6.5951,-0.1261,2.6344,2.8545,0.2378,-1.4091,0,25000
44580,"Sterling, IL",2025,5.8751,Moderate,138399.34171878445,6.5951,-0.1261,2.6344,4.4545,-0.2288,0.1909,0,0
33980,"Morehead City, NC",2025,5.8742,Moderate,462644.647011457,6.5951,-0.1261,2.6344,3.5455,0.1872,-0.7181,0,0
37540,"Paris, TN",2025,5.8739,Moderate,209282.3919558626,6.5951,-0.1261,2.6344,4.1273,0.1106,-0.1363,1,204000
39860,"Red Wing, MN",2025,5.8734,Moderate,316940.60092741944,6.5951,-0.1261,2.6344,3.7636,0.7386,-0.5,0,0
44420,"Staunton-Stuarts Draft, VA",2025,5.8684,Moderate,318421.5634761372,6.5951,-0.1261,2.6344,3.1,0.5167,-1.1636,0,129000
25420,"Harrisburg-Carlisle, PA",2025,5.8667,Moderate,301243.9893643116,6.5951,-0.1261,2.6344,3.7273,0.4523,-0.5363,0,235000
16820,"Charlottesville, VA",2025,5.8654,Moderate,470610.0238269695,6.5951,-0.1261,2.6344,3.0727,0.5394,-1.1909,0,78000
47780,"Washington, IN",2025,5.8637,Moderate,223930.8728084074,6.5951,-0.1261,2.6344,2.8818,-0.4432,-1.3818,0,1122000
20820,"Effingham, IL",2025,5.8635,Moderate,211647.1943365652,6.5951,-0.1261,2.6344,3.5182,-0.2901,-0.7454,0,0
33260,"Midland, TX",2025,5.8563,Moderate,322265.7353087434,6.5951,-0.1261,2.6344,3.0636,0.1553,-1.2,0,605750
15420,"Burley, ID",2025,5.8545,Moderate,325224.6199456064,6.5951,-0.1261,2.6344,3.2182,0.0515,-1.0454,0,76500
40340,"Rochester, MN",2025,5.8523,Moderate,332257.31105379894,6.5951,-0.1261,2.6344,3.0182,0.5265,-1.2454,0,140000
15940,"Canton-Massillon, OH",2025,5.8523,Moderate,203926.27998158935,6.5951,-0.1261,2.6344,5.0455,0.5122,0.7819,0,81500
12220,"Auburn-Opelika, AL",2025,5.8454,Moderate,342733.25545958366,6.5951,-0.1261,2.6344,2.7545,-0.1955,-1.5091,0,0
25100,"Guymon, OK",2025,5.8323,Moderate,159173.3651475351,6.5951,-0.1261,2.6344,1.9273,-0.006,-2.3363,0,50000
48700,"Williamsport, PA",2025,5.829,Moderate,222980.5647909068,6.5951,-0.1261,2.6344,4.4455,0.5038,0.1819,0,87000
13100,"Beatrice, NE",2025,5.8128,Moderate,191076.4261407665,6.5951,-0.1261,2.6344,3.2273,-0.0394,-1.0363,0,0
25900,"Hilo-Kailua, HI",2025,5.8121,Moderate,560083.4726192252,6.5951,-0.1261,2.6344,2.9364,-0.2636,-1.3272,0,0
11460,"Ann Arbor, MI",2025,5.8068,Moderate,417609.1077582299,6.5951,-0.1261,2.6344,4.5,0.7417,0.2364,0,2500
46500,"Urbana, OH",2025,5.8025,Moderate,238165.8740654239,6.5951,-0.1261,2.6344,4.8364,0.6364,0.5728,0,13250
21740,"Evanston, WY-UT",2025,5.7854,Moderate,318875.99848812557,6.5951,-0.1261,2.6344,3.6091,0.3174,-0.6545,0,0
22020,"Fargo, ND-MN",2025,5.7808,Moderate,320075.73188142735,6.5951,-0.1261,2.6344,2.7,0.4083,-1.5636,1,0
28740,"Kingston, NY",2025,5.7651,Moderate,423873.0768830287,6.5951,-0.1261,2.6344,3.6091,0.0674,-0.6545,0,0
25940,"Hilton Head Island-Bluffton-Port Royal, SC",2025,5.7621,Moderate,525326.132198092,6.5951,-0.1261,2.6344,4.1909,0.3576,-0.0727,0,97750
46300,"Twin Falls, ID",2025,5.7603,Moderate,372784.63201776333,6.5951,-0.1261,2.6344,3.4636,-0.0531,-0.8,0,0
14820,"Brevard, NC",2025,5.7582,Moderate,472276.30031379015,6.5951,-0.1261,2.6344,3.6273,0.144,-0.6363,0,0
15340,"Bucyrus, OH",2025,5.756,Moderate,152025.52994054937,6.5951,-0.1261,2.6344,5.4545,0.6128,1.1909,0,0
21980,"Fallon, NV",2025,5.755,Moderate,377385.4209917635,6.5951,-0.1261,2.6344,4.5909,-0.4091,0.3273,0,0
46700,"Vallejo, CA",2025,5.7526,Moderate,580507.5298080457,6.5951,-0.1261,2.6344,5.3455,0.3788,1.0819,0,0
30280,"Lewisburg, TN",2025,5.7472,Moderate,319187.42399989086,6.5951,-0.1261,2.6344,3.7636,0.2969,-0.5,0,285000
44220,"Springfield, OH",2025,5.7308,Moderate,192588.30839025532,6.5951,-0.1261,2.6344,5.4455,0.7788,1.1819,0,239750
15380,"Buffalo-Cheektowaga, NY",2025,5.7265,Moderate,271025.71299085184,6.5951,-0.1261,2.6344,4.0182,0.1015,-0.2454,0,11000
10900,"Allentown-Bethlehem-Easton, PA-NJ",2025,5.7144,Moderate,349528.22847580357,6.5951,-0.1261,2.6344,4.3636,0.4719,0.1,0,30000
29660,"Laramie, WY",2025,5.7129,Moderate,364021.7629999818,6.5951,-0.1261,2.6344,2.7545,0.0128,-1.5091,0,10000
32020,"Marion, OH",2025,5.7081,Moderate,167448.20490671822,6.5951,-0.1261,2.6344,4.9545,0.5795,0.6909,0,0
36940,"Owatonna, MN",2025,5.6932,Moderate,286312.96251853224,6.5951,-0.1261,2.6344,4.4545,1.1712,0.1909,0,0
10300,"Adrian, MI",2025,5.6759,Moderate,228735.8626421738,6.5951,-0.1261,2.6344,5.4909,0.6742,1.2273,0,1000
32860,"Menomonie, WI",2025,5.6599,Moderate,299177.35798827396,6.5951,-0.1261,2.6344,3.3909,0.1992,-0.8727,0,0
36220,"Odessa, TX",2025,5.6584,Moderate,246680.42273278825,6.5951,-0.1261,2.6344,3.6909,0.1909,-0.5727,0,591000
18980,"Cullman, AL",2025,5.6581,Moderate,245483.44320693545,6.5951,-0.1261,2.6344,2.6273,-0.106,-1.6363,0,380000
47420,"Wahpeton, ND-MN",2025,5.6565,Moderate,214269.93522927375,6.5951,-0.1261,2.6344,2.9727,0.3477,-1.2909,0,0
38340,"Pittsfield, MA",2025,5.6541,Moderate,371305.20447318815,6.5951,-0.1261,2.6344,4.7,0.6667,0.4364,0,0
30820,"Lock Haven, PA",2025,5.645,Moderate,189955.9264741485,6.5951,-0.1261,2.6344,4.6545,0.4295,0.3909,0,608000
47460,"Walla Walla, WA",2025,5.6436,Moderate,406376.2118734966,6.5951,-0.1261,2.6344,4.0364,-0.2053,-0.2272,0,0
47340,"Wabash, IN",2025,5.6376,Moderate,180304.4079868774,6.5951,-0.1261,2.6344,3.4818,-0.7099,-0.7818,0,51000
29940,"Lawrence, KS",2025,5.637,Moderate,325987.9613863895,6.5951,-0.1261,2.6344,3.5182,0.2432,-0.7454,0,0
33140,"Michigan City-La Porte, IN",2025,5.6351,Moderate,242448.20331371645,6.5951,-0.1261,2.6344,4.0545,-0.6538,-0.2091,0,176000
20660,"Easton, MD",2025,5.6228,Moderate,486344.118174219,6.5951,-0.1261,2.6344,3.6727,0.3477,-0.5909,0,60000
47660,"Warrensburg, MO",2025,5.6166,Moderate,273780.7754749603,6.5951,-0.1261,2.6344,4.0545,0.3712,-0.2091,0,0
17140,"Cincinnati, OH-KY-IN",2025,5.6149,Moderate,307854.5970183381,6.5951,-0.1261,2.6344,4.5273,0.3106,0.2637,1,2089200
45940,"Trenton-Princeton, NJ",2025,5.6132,Moderate,446730.1392295885,6.5951,-0.1261,2.6344,5.0364,0.6447,0.7728,0,0
17860,"Columbia, MO",2025,5.6121,Moderate,315763.18460576463,6.5951,-0.1261,2.6344,3.5273,0.369,-0.7363,1,134000
39020,"Portsmouth, OH",2025,5.6076,Moderate,132473.5610517642,6.5951,-0.1261,2.6344,6.8364,1.0614,2.5728,0,31000
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2025,5.6075,Moderate,389864.3713776227,6.5951,-0.1261,2.6344,3.5727,0.681,-0.6909,0,0
37220,"Pahrump, NV",2025,5.592,Moderate,353171.7296018298,6.5951,-0.1261,2.6344,6.8727,-0.6523,2.6091,0,163100
10420,"Akron, OH",2025,5.5743,Moderate,228544.7893472289,6.5951,-0.1261,2.6344,5.0364,0.6281,0.7728,0,39500
20100,"Dover, DE",2025,5.5657,Moderate,362843.25435683626,6.5951,-0.1261,2.6344,4.9364,0.9281,0.6728,0,0
45520,"The Dalles, OR",2025,5.5594,Moderate,389817.46226875327,6.5951,-0.1261,2.6344,5.0727,0.7644,0.8091,0,0
35940,"Norwalk, OH",2025,5.5551,Moderate,182424.7411384949,6.5951,-0.1261,2.6344,5.8727,0.6644,1.6091,0,43000
14380,"Boone, NC",2025,5.5483,Moderate,503807.4264653662,6.5951,-0.1261,2.6344,3.5182,0.0432,-0.7454,0,15000
28100,"Kankakee, IL",2025,5.5462,Moderate,211446.67411420096,6.5951,-0.1261,2.6344,5.3545,-0.3705,1.0909,0,0
21260,"Ellensburg, WA",2025,5.5455,Moderate,488884.527147609,6.5951,-0.1261,2.6344,4.3182,-0.3401,0.0546,1,0
25260,"Hanford-Corcoran, CA",2025,5.5365,Moderate,355624.897498006,6.5951,-0.1261,2.6344,9.3636,0.4803,5.1,0,0
12780,"Bartlesville, OK",2025,5.526,Moderate,178973.9730686754,6.5951,-0.1261,2.6344,3.6091,0.0841,-0.6545,0,72000
15540,"Burlington-South Burlington, VT",2025,5.525,Moderate,472796.5059102286,6.5951,-0.1261,2.6344,2.3182,0.2932,-1.9454,0,107000
39660,"Rapid City, SD",2025,5.5242,Moderate,362646.768390534,6.5951,-0.1261,2.6344,1.9545,0.1628,-2.3091,1,0
41420,"Salem, OR",2025,5.5194,Moderate,447180.8303282708,6.5951,-0.1261,2.6344,4.8636,0.7719,0.6,1,0
48220,"Weatherford, OK",2025,5.5191,Moderate,172052.38228336492,6.5951,-0.1261,2.6344,2.7545,-0.1372,-1.5091,0,110000
24260,"Grand Island, NE",2025,5.5162,Moderate,249980.66191870355,6.5951,-0.1261,2.6344,3.4818,0.4985,-0.7818,0,1000000
27340,"Jacksonville, NC",2025,5.5139,Moderate,282734.6863996193,6.5951,-0.1261,2.6344,3.8727,0.131,-0.3909,0,0
28340,"Kendallville, IN",2025,5.5136,Moderate,238840.5680336179,6.5951,-0.1261,2.6344,3.4727,-0.8023,-0.7909,0,158000
25180,"Hagerstown-Martinsburg, MD-WV",2025,5.5127,Moderate,315109.4234686996,6.5951,-0.1261,2.6344,3.7636,0.4803,-0.5,0,1370500
22260,"Fergus Falls, MN",2025,5.5094,Moderate,312472.23713121715,6.5951,-0.1261,2.6344,4.4455,0.9455,0.1819,0,0
11180,"Ames, IA",2025,5.5086,Moderate,280941.5112168685,6.5951,-0.1261,2.6344,2.9273,0.5356,-1.3363,0,0
40220,"Roanoke, VA",2025,5.5061,Moderate,288237.233231179,6.5951,-0.1261,2.6344,3.4636,0.5303,-0.8,1,1058400
20740,"Eau Claire, WI",2025,5.506,Moderate,310446.42675773497,6.5951,-0.1261,2.6344,3.1727,0.2644,-1.0909,0,0
13340,"Bellefontaine, OH",2025,5.5043,Moderate,242218.6745196073,6.5951,-0.1261,2.6344,4.4636,0.4719,0.2,0,18250
14100,"Bloomsburg-Berwick, PA",2025,5.5018,Moderate,236461.01252052715,6.5951,-0.1261,2.6344,4.7364,0.5697,0.4728,0,32500
36620,"Ontario, OR-ID",2025,5.4965,Moderate,359147.823055561,6.5951,-0.1261,2.6344,4.4727,0.2644,0.2091,0,0
12580,"Baltimore-Columbia-Towson, MD",2025,5.4964,Moderate,405068.6902306888,6.5951,-0.1261,2.6344,3.6091,0.5591,-0.6545,0,3808000
40060,"Richmond, VA",2025,5.4942,Moderate,384878.9746804772,6.5951,-0.1261,2.6344,3.4636,0.4969,-0.8,1,6003100
28140,"Kansas City, MO-KS",2025,5.4919,Moderate,317441.94870391465,6.5951,-0.1261,2.6344,3.9909,0.4076,-0.2727,1,110000
14660,"Brainerd, MN",2025,5.4907,Moderate,340091.4144555465,6.5951,-0.1261,2.6344,5.0455,1.0288,0.7819,0,120000
46100,"Tullahoma-Manchester, TN",2025,5.49,Moderate,307755.58855841676,6.5951,-0.1261,2.6344,3.6182,0.2599,-0.6454,0,109500
21220,"Elko, NV",2025,5.4851,Moderate,355681.01936918165,6.5951,-0.1261,2.6344,3.9727,-0.2023,-0.2909,0,0
44300,"State College, PA",2025,5.4843,Moderate,337922.64592595753,6.5951,-0.1261,2.6344,3.2091,0.3508,-1.0545,0,756700
49460,"Yankton, SD",2025,5.4767,Moderate,272093.79376846604,6.5951,-0.1261,2.6344,1.8,0.25,-2.4636,0,0
29100,"La Crosse-Onalaska, WI-MN",2025,5.4608,Moderate,316211.868501467,6.5951,-0.1261,2.6344,2.8909,0.2409,-1.3727,0,32000
11820,"Astoria, OR",2025,5.4603,Moderate,518947.3814779168,6.5951,-0.1261,2.6344,5.0364,0.8281,0.7728,0,0
19340,"Davenport-Moline-Rock Island, IA-IL",2025,5.4602,Moderate,185100.47215580897,6.5951,-0.1261,2.6344,4.8273,0.2106,0.5637,0,3000
39740,"Reading, PA",2025,5.4563,Moderate,303219.61276822403,6.5951,-0.1261,2.6344,4.2455,0.5455,-0.0181,0,315000
32380,"Mason City, IA",2025,5.4511,Moderate,185768.7152300681,6.5951,-0.1261,2.6344,3.4091,0.5591,-0.8545,0,90000
21780,"Evansville, IN",2025,5.4487,Moderate,215401.2760998162,6.5951,-0.1261,2.6344,3.4,-0.4917,-0.8636,1,191000
30300,"Lewiston, ID-WA",2025,5.4416,Moderate,362303.4667895111,6.5951,-0.1261,2.6344,3.6091,0.0174,-0.6545,1,0
19820,"Detroit-Warren-Dearborn, MI",2025,5.4395,Moderate,255892.04911111807,6.5951,-0.1261,2.6344,4.9727,0.456,0.7091,0,63500
27060,"Ithaca, NY",2025,5.4393,Moderate,338330.7939857537,6.5951,-0.1261,2.6344,3.3818,0.0735,-0.8818,0,78500
42620,"Searcy, AR",2025,5.4373,Moderate,201896.18592337007,6.5951,-0.1261,2.6344,3.9818,0.3568,-0.2818,1,0
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",2025,5.4274,Moderate,367012.89046928886,6.5951,-0.1261,2.6344,3.7273,0.6773,-0.5363,0,336000
49020,"Winchester, VA-WV",2025,5.4268,Moderate,380819.1955961324,6.5951,-0.1261,2.6344,3.1909,0.4659,-1.0727,0,118000
43780,"South Bend-Mishawaka, IN-MI",2025,5.4252,Moderate,219745.1958541555,6.5951,-0.1261,2.6344,4.2182,-0.7068,-0.0454,0,477000
43220,"Shelton, WA",2025,5.4205,Moderate,443173.1863804264,6.5951,-0.1261,2.6344,5.2727,-0.344,1.0091,1,0
